amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
2097.5,community-infrastructure-levy,SL/2015/1092-da,SL/2015/1092-con,,2020-12-10,local-authority-eng:SLA,2019-06-20,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2015-1092-con
8183.61,community-infrastructure-levy,SL/2016/0244-da,SL/2016/0244-con,,2020-12-10,local-authority-eng:SLA,2019-10-30,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-0244-con
1202.9,community-infrastructure-levy,SL/2016/0250-da,SL/2016/0250-con,,2020-12-10,local-authority-eng:SLA,2019-07-16,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-0250-con
566768.66,community-infrastructure-levy,SL/2016/0602-da,SL/2016/0602-con1,,2020-12-10,local-authority-eng:SLA,2019-09-18,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-0602-con1
,affordable-housing,SL/2016/0602-da2,SL/2016/0602-con2,,2020-12-17,local-authority-eng:SLA,2019-09-09,60,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-0602-con2
239809.89,community-infrastructure-levy,SL/2016/1015(1)-da,SL/2016/1015(1)-con1,,2020-12-10,local-authority-eng:SLA,2019-01-25,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-1015-1--con1
188570.08,community-infrastructure-levy,SL/2016/1015(2)-da,SL/2016/1015(2)-con,,2020-12-10,local-authority-eng:SLA,2020-02-03,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-1015-2--con
168787.7,community-infrastructure-levy,SL/2016/1109-da,SL/2016/1109-con,,2020-12-10,local-authority-eng:SLA,2019-01-24,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-1109-con
5435.12,community-infrastructure-levy,SL/2017/0282-da,SL/2017/0282-con,,2020-12-10,local-authority-eng:SLA,2018-04-05,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2017-0282-con
9255.63,community-infrastructure-levy,SL/2017/0605-da,SL/2017/0605-con,,2020-12-10,local-authority-eng:SLA,2019-06-19,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2017-0605-con
15305.47,community-infrastructure-levy,SL/2017/0776-da,SL/2017/0776-con,,2020-12-10,local-authority-eng:SLA,2018-09-13,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2017-0776-con
25394.57,community-infrastructure-levy,SL/2017/1092-da,SL/2017/1092-con,,2020-12-10,local-authority-eng:SLA,2019-01-11,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2017-1092-con
3888.05,community-infrastructure-levy,SL/2018/0383-da,SL/2018/0383-con,,2020-12-10,local-authority-eng:SLA,2018-11-16,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0383-con
4450.47,community-infrastructure-levy,SL/2018/0478-da,SL/2018/0478-con,,2020-12-10,local-authority-eng:SLA,2018-08-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0478-con
67699.22,community-infrastructure-levy,SL/2018/0608-da,SL/2018/0608-con,,2020-12-10,local-authority-eng:SLA,2019-02-15,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0608-con
150570.12,community-infrastructure-levy,SL/2018/0707-da,SL/2018/0707-con,,2020-12-10,local-authority-eng:SLA,2019-08-09,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0707-con
16881.33,community-infrastructure-levy,SL/2018/0800-da,SL/2018/0800-con,,2020-12-10,local-authority-eng:SLA,2019-01-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0800-con
515716.41,community-infrastructure-levy,SL/2018/0812-da,SL/2018/0812-con,,2020-12-10,local-authority-eng:SLA,2019-01-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0812-con
144888.75,community-infrastructure-levy,SL/2018/0814-da,SL/2018/0814-con1,,2020-12-10,local-authority-eng:SLA,2019-05-03,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0814-con1
,affordable-housing,SL/2018/0814-da2,SL/2018/0814-con2,,2020-12-17,local-authority-eng:SLA,2019-04-25,6,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0814-con2
12422.2,community-infrastructure-levy,SL/2018/0996-da,SL/2018/0996-con,,2020-12-10,local-authority-eng:SLA,2019-04-16,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0996-con
15842.56,community-infrastructure-levy,SL/2018/1006-da,SL/2018/1006-con,,2020-12-10,local-authority-eng:SLA,2019-06-20,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-1006-con
99.38,community-infrastructure-levy,SL/2019/0300-da,SL/2019/0300-con,,2020-12-10,local-authority-eng:SLA,2019-08-21,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2019-0300-con
8384.77,community-infrastructure-levy,SL/2019/0579-da,SL/2019/0579-con,,2020-12-10,local-authority-eng:SLA,2020-01-13,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2019-0579-con
9524.22,community-infrastructure-levy,SL/2019/0914-da,SL/2019/0914-con,,2020-12-10,local-authority-eng:SLA,2020-01-17,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2019-0914-con
1.7E+5,transport-and-travel,SL/2013/1120-da,SL/2013/1120-con1,,2020-12-14,local-authority-eng:SLA,2015-01-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2013-1120-con1
102939.5,transport-and-travel,SL/2013/1120-da,SL/2013/1120-con2,,2020-12-14,local-authority-eng:SLA,2015-01-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2013-1120-con2
5925.35,bonds,SL/2013/1120-da,SL/2013/1120-con3,,2020-12-14,local-authority-eng:SLA,2015-01-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2013-1120-con3
104832,bonds,SL/2013/1120-da,SL/2013/1120-con4,,2020-12-14,local-authority-eng:SLA,2015-01-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2013-1120-con4
2.08E+5,transport-and-travel,SL/2013/1120-da,SL/2013/1120-con5,,2020-12-14,local-authority-eng:SLA,2015-01-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2013-1120-con5
,affordable-housing,SL/2014/1036-da,SL/2014/1036-con,,2020-12-18,local-authority-eng:SLA,2015-03-27,22,/developer-agreement-contribution/local-authority-eng/SLA/SL-2014-1036-con
,affordable-housing,SL/2016/0504-da,SL/2016/0504-con,,2020-12-18,local-authority-eng:SLA,2016-10-25,9,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-0504-con
,affordable-housing,SL/2016/0888-da,SL/2016/0888-con,,2020-12-18,local-authority-eng:SLA,2017-02-23,17,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-0888-con
,affordable-housing,SL/2016/1015(1)-da2,SL/2016/1015(1)-con2,,2020-12-18,local-authority-eng:SLA,2017-11-16,21,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-1015-1--con2
,affordable-housing,SL/2012/0817-da,SL/2012/0817-con,,2020-12-18,local-authority-eng:SLA,2015-08-26,3,/developer-agreement-contribution/local-authority-eng/SLA/SL-2012-0817-con
1.66E+4,open-space-and-leisure,SL/2014/0506-da,SL/2014/0506-con,,2020-12-18,local-authority-eng:SLA,2014-08-13,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2014-0506-con
,affordable-housing,SL/2016/0398-da,SL/2016/0398-con,,2020-12-18,local-authority-eng:SLA,2018-12-14,49,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-0398-con
