amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
8085,affordable-housing,AWDM/0303/19-s106,AWDM/0303/19-AffHousing,,2020-01-28,local-authority-eng:WOT,2019-06-20,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0303-19-AffHousing
1.13E+4,community-infrastructure-levy,AWDM/1176/17-CIL,AWDM/1176/17-TotalCIL,2019-09-04,2020-01-28,local-authority-eng:WOT,2019-07-18,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1176-17-TotalCIL
25839.99,community-infrastructure-levy,AWDM/0038/18-CIL,AWDM/0038/18-TotalCIL,,2020-01-28,local-authority-eng:WOT,2019-08-13,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0038-18-TotalCIL
11456.99,community-infrastructure-levy,AWDM/0418/16-CIL,AWDM/0418/16-TotalCIL,2019-09-10,2020-01-28,local-authority-eng:WOT,2019-08-13,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0418-16-TotalCIL
17081.63,community-infrastructure-levy,AWDM/0556/18-CIL,AWDM/0556/18-TotalCIL,,2020-01-28,local-authority-eng:WOT,2019-08-28,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0556-18-TotalCIL
12346.38,community-infrastructure-levy,AWDM/1176/17-CIL2,AWDM/1176/17-TotalCIL2,,2020-01-28,local-authority-eng:WOT,2019-09-04,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1176-17-TotalCIL2
1.095E+4,community-infrastructure-levy,AWDM/0418/16-CIL2,AWDM/0418/16-TotalCIL2,,2020-01-28,local-authority-eng:WOT,2019-09-10,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0418-16-TotalCIL2
14941.16,community-infrastructure-levy,AWDM/0827/15-CIL,AWDM/0827/15-TotalCIL,,2020-01-28,local-authority-eng:WOT,2019-09-11,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0827-15-TotalCIL
7736,community-infrastructure-levy,AWDM/1107/15-CIL,AWDM/1107/15-TotalCIL,2019-11-07,2020-01-28,local-authority-eng:WOT,2019-09-16,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1107-15-TotalCIL
8757.53,community-infrastructure-levy,AWDM/0456/16-CIL,AWDM/0456/16-TotalCIL,,2020-01-28,local-authority-eng:WOT,2019-09-20,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0456-16-TotalCIL
7489.77,community-infrastructure-levy,AWDM/1909/16-CIL,AWDM/1909/16-TotalCIL,,2020-01-28,local-authority-eng:WOT,2019-09-20,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1909-16-TotalCIL
5.5E+3,community-infrastructure-levy,AWDM/0870/17-CIL,AWDM/0870/17-TotalCIL,,2020-01-28,local-authority-eng:WOT,2019-09-20,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0870-17-TotalCIL
1.088E+4,community-infrastructure-levy,AWDM/1174/16-CIL,AWDM/1174/16-TotalCIL,2019-10-09,2020-01-28,local-authority-eng:WOT,2019-09-20,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1174-16-TotalCIL
9046.73,community-infrastructure-levy,AWDM/1520/17-CIL,AWDM/1520/17-TotalCIL,,2020-01-28,local-authority-eng:WOT,2019-09-26,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1520-17-TotalCIL
2.45E+4,community-infrastructure-levy,AWDM/1834/17-CIL,AWDM/1834/17-TotalCIL,2019-10-02,2020-04-02,local-authority-eng:WOT,2019-09-26,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1834-17-TotalCIL
56307.5,community-infrastructure-levy,AWDM/1042/18-CIL,AWDM/1042/18-TotalCIL,,2020-01-28,local-authority-eng:WOT,2019-09-26,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1042-18-TotalCIL
13635,community-infrastructure-levy,AWDM/0676/18-CIL,AWDM/0676/18-TotalCIL,,2020-01-28,local-authority-eng:WOT,2019-10-08,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0676-18-TotalCIL
1.088E+4,community-infrastructure-levy,AWDM/1174/16-CIL2,AWDM/1174/16-TotalCIL2,,2020-01-28,local-authority-eng:WOT,2019-10-09,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1174-16-TotalCIL2
7146.23,community-infrastructure-levy,AWDM/0307/16-CIL,AWDM/0307/16-TotalCIL,,2020-01-28,local-authority-eng:WOT,2019-10-07,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0307-16-TotalCIL
25755,community-infrastructure-levy,AWDM/0025/18-CIL,AWDM/0025/18-TotalCIL,2020-03-30,2020-01-28,local-authority-eng:WOT,2019-10-14,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0025-18-TotalCIL
5775.94,community-infrastructure-levy,AWDM/1542/18-CIL,AWDM/1542/18-TotalCIL,2019-11-20,2020-04-02,local-authority-eng:WOT,2019-10-18,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1542-18-TotalCIL
,other,AWDM/0271/18-s106,AWDM/0271/18-NetProceedsOfSale,,2020-01-30,local-authority-eng:WOT,2019-10-21,1,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0271-18-NetProceedsOfSale
,affordable-housing,AWDM/1882/16-s106,AWDM/1882/16-AffHousing,,2020-10-20,local-authority-eng:WOT,2019-12-18,72,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1882-16-AffHousing
3E+4,other,AWDM/1882/16-s106,AWDM/1882/16-AirQuality,,2020-10-20,local-authority-eng:WOT,2019-12-18,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1882-16-AirQuality
4E+3,open-space-and-leisure,AWDM/1882/16-s106,AWDM/1882/16-Inspection,,2020-10-20,local-authority-eng:WOT,2019-12-18,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1882-16-Inspection
,open-space-and-leisure,AWDM/1882/16-s106,AWDM/1882/16-PlayArea,,2020-10-20,local-authority-eng:WOT,2019-12-18,1,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1882-16-PlayArea
,open-space-and-leisure,AWDM/1882/16-s106,AWDM/1882/16-OpenSpace,,2020-10-20,local-authority-eng:WOT,2019-12-18,1,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1882-16-OpenSpace
33685.34,community-infrastructure-levy,AWDM/1504/19-CIL,AWDM/1504/19-TotalCIL,2020-03-30,2020-01-28,local-authority-eng:WOT,2019-12-20,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1504-19-TotalCIL
21010.53,community-infrastructure-levy,AWDM/0945/18-CIL,AWDM/0945/18-TotalCIL,2020-02-12,2020-01-28,local-authority-eng:WOT,2020-01-17,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0945-18-TotalCIL
15649.54,community-infrastructure-levy,AWDM/1351/19-CIL,AWDM/1351/19-TotalCIL,2020-02-20,2020-01-28,local-authority-eng:WOT,2020-01-17,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1351-19-TotalCIL
249811.51,community-infrastructure-levy,AWDM/1529/18-CIL,AWDM/1529/18-TotalCIL,,2020-01-28,local-authority-eng:WOT,2020-01-21,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1529-18-TotalCIL
754317.44,community-infrastructure-levy,AWDM/1633/16-CIL,AWDM/1633/16-TotalCIL,,2020-01-28,local-authority-eng:WOT,2020-01-27,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1633-16-TotalCIL
21010.53,community-infrastructure-levy,AWDM/0945/18-CIL2,AWDM/0945/18-TotalCIL2,,2020-02-13,local-authority-eng:WOT,2020-02-12,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0945-18-TotalCIL2
25755,community-infrastructure-levy,AWDM/0025/18-CIL2,AWDM/0025/18-TotalCIL2,,2020-07-10,local-authority-eng:WOT,2020-03-30,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0025-18-TotalCIL2
