amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
,,LA/2016/0331/DOV,,,2021-02-12,local-authority-eng:SNR,,,
,,LA/2019/1555/DOV,,,2021-02-12,local-authority-eng:SNR,,,
,,LA/2017/2678/DOV,,,2021-02-12,local-authority-eng:SNR,,,
,,LA/2018/2304/106A,,,2021-02-12,local-authority-eng:SNR,,,
