amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
2.5E+4,highways,S106-191,S106-191-C2,,2020-12-22,local-authority-eng:HAL,2013-08-12,,/developer-agreement-contribution/local-authority-eng/HAL/S106-191-C2
1.4335E+5,flood-and-water-management,S106-191,S106-191-C3,,2020-12-22,local-authority-eng:HAL,2013-08-12,,/developer-agreement-contribution/local-authority-eng/HAL/S106-191-C3
9176.47,open-space-and-leisure,S106-194,S106-194-C1,,2020-12-22,local-authority-eng:HAL,2013-10-17,,/developer-agreement-contribution/local-authority-eng/HAL/S106-194-C1
7614.52,open-space-and-leisure,S106-195,S106-195-C1,,2020-12-22,local-authority-eng:HAL,2013-10-15,,/developer-agreement-contribution/local-authority-eng/HAL/S106-195-C1
1.5E+4,economic-development,S106-195,S106-195-C2,,2020-12-22,local-authority-eng:HAL,2013-10-15,,/developer-agreement-contribution/local-authority-eng/HAL/S106-195-C2
24492.56,open-space-and-leisure,S106-197,S106-197-C1,,2020-12-22,local-authority-eng:HAL,2013-10-14,,/developer-agreement-contribution/local-authority-eng/HAL/S106-197-C1
11225,open-space-and-leisure,S106-198,S106-198-C1,,2020-12-22,local-authority-eng:HAL,2013-11-15,,/developer-agreement-contribution/local-authority-eng/HAL/S106-198-C1
85513.08,open-space-and-leisure,S106-201,S106-201-C1,,2020-12-22,local-authority-eng:HAL,2013-12-10,,/developer-agreement-contribution/local-authority-eng/HAL/S106-201-C1
7.5E+4,highways,S106-201,S106-201-C2,,2020-12-22,local-authority-eng:HAL,2013-12-10,,/developer-agreement-contribution/local-authority-eng/HAL/S106-201-C2
35692.42,open-space-and-leisure,S106-208,S106-208-C1,,2020-12-22,local-authority-eng:HAL,2014-09-07,,/developer-agreement-contribution/local-authority-eng/HAL/S106-208-C1
120473.28,other,S106-209,S106-209-C1,,2020-12-22,local-authority-eng:HAL,2015-01-07,,/developer-agreement-contribution/local-authority-eng/HAL/S106-209-C1
39200.53,open-space-and-leisure,S106-209,S106-209-C2,,2020-12-22,local-authority-eng:HAL,2015-01-07,,/developer-agreement-contribution/local-authority-eng/HAL/S106-209-C2
19453.32,open-space-and-leisure,S106-212,S106-212-C1,,2020-12-22,local-authority-eng:HAL,2015-04-16,,/developer-agreement-contribution/local-authority-eng/HAL/S106-212-C1
119587,highways,S106-214,S106-214-C1,,2020-12-22,local-authority-eng:HAL,2015-06-30,,/developer-agreement-contribution/local-authority-eng/HAL/S106-214-C1
25406.25,open-space-and-leisure,S106-214,S106-214-C2,,2020-12-22,local-authority-eng:HAL,2015-06-30,,/developer-agreement-contribution/local-authority-eng/HAL/S106-214-C2
15401.76,highways,S106-220,S106-220-C1,,2020-12-22,local-authority-eng:HAL,2016-04-11,,/developer-agreement-contribution/local-authority-eng/HAL/S106-220-C1
1.54E+5,highways,S106-226,S106-226-C1,,2020-12-22,local-authority-eng:HAL,2017-03-22,,/developer-agreement-contribution/local-authority-eng/HAL/S106-226-C1
31379,highways,S106-237,S106-237-C1,,2020-12-22,local-authority-eng:HAL,2009-07-20,,/developer-agreement-contribution/local-authority-eng/HAL/S106-237-C1
755544.58,highways,S106-64,S106-64-C1,,2020-12-22,local-authority-eng:HAL,2000-09-04,,/developer-agreement-contribution/local-authority-eng/HAL/S106-64-C1
2.7E+4,open-space-and-leisure,S106-81,S106-81-C1,,2020-12-22,local-authority-eng:HAL,2003-07-22,,/developer-agreement-contribution/local-authority-eng/HAL/S106-81-C1
1.08E+5,open-space-and-leisure,S106-84,S106-84-C1,,2020-12-22,local-authority-eng:HAL,2003-12-17,,/developer-agreement-contribution/local-authority-eng/HAL/S106-84-C1
2E+3,highways,S106-913,S106-913-C1,,2020-12-22,local-authority-eng:HAL,2015-04-16,,/developer-agreement-contribution/local-authority-eng/HAL/S106-913-C1
2928.66,open-space-and-leisure,S106-930,S106-930-C1,,2020-12-22,local-authority-eng:HAL,2014-01-08,,/developer-agreement-contribution/local-authority-eng/HAL/S106-930-C1
6413,open-space-and-leisure,S106-931,S106-931-C1,,2020-12-22,local-authority-eng:HAL,2014-01-20,,/developer-agreement-contribution/local-authority-eng/HAL/S106-931-C1
37596.76,open-space-and-leisure,S106-940,S106-940-C1,,2020-12-22,local-authority-eng:HAL,2017-03-02,,/developer-agreement-contribution/local-authority-eng/HAL/S106-940-C1
11714.64,open-space-and-leisure,S106-942,S106-942-C1,,2020-12-22,local-authority-eng:HAL,2018-06-19,,/developer-agreement-contribution/local-authority-eng/HAL/S106-942-C1
1.2E+5,open-space-and-leisure,S106-97,S106-97-C1,,2020-12-22,local-authority-eng:HAL,2005-04-19,,/developer-agreement-contribution/local-authority-eng/HAL/S106-97-C1
1E+5,highways,S106-97,S106-97-C2,,2020-12-22,local-authority-eng:HAL,2005-04-19,,/developer-agreement-contribution/local-authority-eng/HAL/S106-97-C2
1.35E+4,highways,S278-202,S278-202-C1,,2020-12-22,local-authority-eng:HAL,2014-02-05,,/developer-agreement-contribution/local-authority-eng/HAL/S278-202-C1
12769,highways,S278-203,S278-203-C1,,2020-12-22,local-authority-eng:HAL,2019-04-02,,/developer-agreement-contribution/local-authority-eng/HAL/S278-203-C1
8360.28,highways,S278-204,S278-204-C1,,2020-12-22,local-authority-eng:HAL,2020-03-09,,/developer-agreement-contribution/local-authority-eng/HAL/S278-204-C1
2.78E+3,highways,S278-205,S278-205-C1,,2020-12-22,local-authority-eng:HAL,2019-04-12,,/developer-agreement-contribution/local-authority-eng/HAL/S278-205-C1
29563,highways,S278-206,S278-206-C1,,2020-12-22,local-authority-eng:HAL,2014-07-08,,/developer-agreement-contribution/local-authority-eng/HAL/S278-206-C1
16178.21,highways,S278-207,S278-207-C1,,2020-12-22,local-authority-eng:HAL,2019-11-28,,/developer-agreement-contribution/local-authority-eng/HAL/S278-207-C1
12636.9,highways,S278-208,S278-208-C1,,2020-12-22,local-authority-eng:HAL,2020-03-10,,/developer-agreement-contribution/local-authority-eng/HAL/S278-208-C1
21414,highways,S278-209,S278-209-C1,,2020-12-22,local-authority-eng:HAL,2019-05-01,,/developer-agreement-contribution/local-authority-eng/HAL/S278-209-C1
7651.4,highways,S278-210,S278-210-C1,,2020-12-22,local-authority-eng:HAL,2019-10-17,,/developer-agreement-contribution/local-authority-eng/HAL/S278-210-C1
11766.68,highways,S278-211,S278-211-C1,,2020-12-22,local-authority-eng:HAL,2019-11-28,,/developer-agreement-contribution/local-authority-eng/HAL/S278-211-C1
300300.57,highways,S278-212,S278-212-C1,,2020-12-22,local-authority-eng:HAL,2019-01-28,,/developer-agreement-contribution/local-authority-eng/HAL/S278-212-C1
279842.38,highways,S278-213,S278-213-C1,,2020-12-22,local-authority-eng:HAL,2019-05-01,,/developer-agreement-contribution/local-authority-eng/HAL/S278-213-C1
6.9E+4,highways,S278-214,S278-214-C1,,2020-12-22,local-authority-eng:HAL,2019-02-06,,/developer-agreement-contribution/local-authority-eng/HAL/S278-214-C1
77912.74,highways,S278-215,S278-215-C1,,2020-12-22,local-authority-eng:HAL,2020-05-22,,/developer-agreement-contribution/local-authority-eng/HAL/S278-215-C1
1.5E+3,highways,S278-216,S278-216-C1,,2020-12-22,local-authority-eng:HAL,2016-08-08,,/developer-agreement-contribution/local-authority-eng/HAL/S278-216-C1
