amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
27446,education,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,local-authority-eng:CHA,2019-05-15,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0284-2-dac
23737,health,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,local-authority-eng:CHA,2019-05-15,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0284-2-dac
20158.5,open-space-and-leisure,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,local-authority-eng:CHA,2019-05-15,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0284-2-dac
29816.59,open-space-and-leisure,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,local-authority-eng:CHA,2019-05-15,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0284-2-dac
0,open-space-and-leisure,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,local-authority-eng:CHA,2019-05-15,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0284-2-dac
1.2E+3,other,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,local-authority-eng:CHA,2019-05-15,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0284-2-dac
4904.68,other,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,local-authority-eng:CHA,2019-05-15,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0284-2-dac
0,transport-and-travel,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,local-authority-eng:CHA,2019-05-15,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0284-2-dac
5931.24,community-facilities,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0662-2-dac
3E+2,monitoring-fees,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0662-2-dac
3E+2,monitoring-fees,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0662-2-dac
2687,community-facilities,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0662-2-dac
2E+4,transport-and-travel,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0662-2-dac
25758.24,health,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0662-2-dac
1.57E+3,community-facilities,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0662-2-dac
72114.55,community-facilities,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0662-2-dac
48756.05,education,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0662-2-dac
6E+3,community-facilities,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0662-2-dac
0,open-space-and-leisure,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0662-2-dac
1268.4,transport-and-travel,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0888-2-dac
1.728E+4,transport-and-travel,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0888-2-dac
6695.4,community-facilities,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0888-2-dac
7.2E+2,community-facilities,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0888-2-dac
15269.04,education,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0888-2-dac
71683.44,education,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0888-2-dac
4681.44,health,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0888-2-dac
22502.79,open-space-and-leisure,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0888-2-dac
2843.3,open-space-and-leisure,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0888-2-dac
33283.64,open-space-and-leisure,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0888-2-dac
3797.04,open-space-and-leisure,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0888-2-dac
5455.86,open-space-and-leisure,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0888-2-dac
2737.5,other,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0888-2-dac
5E+2,other,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,local-authority-eng:CHA,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0888-2-dac
0,transport-and-travel,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,local-authority-eng:CHA,2019-12-03,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0985-2-dac
3E+2,monitoring-fees,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,local-authority-eng:CHA,2019-12-03,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0985-2-dac
0,open-space-and-leisure,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,local-authority-eng:CHA,2019-12-03,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0985-2-dac
1705,community-facilities,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,local-authority-eng:CHA,2019-12-03,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0985-2-dac
9E+2,community-facilities,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,local-authority-eng:CHA,2019-12-03,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0985-2-dac
65605,education,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,local-authority-eng:CHA,2019-12-03,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0985-2-dac
95723,education,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,local-authority-eng:CHA,2019-12-03,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0985-2-dac
18259,health,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,local-authority-eng:CHA,2019-12-03,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-0985-2-dac
2E+4,green-infrastructure,P/18/2058/2-da,P/18/2058/2-dac,2020-11-02,2020-11-04,local-authority-eng:CHA,2019-12-03,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-2058-2-dac
35948,health,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,local-authority-eng:CHA,2019-03-22,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-2067-2-dac
3E+2,monitoring-fees,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,local-authority-eng:CHA,2019-03-22,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-2067-2-dac
3E+2,monitoring-fees,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,local-authority-eng:CHA,2019-03-22,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-2067-2-dac
0,community-facilities,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,local-authority-eng:CHA,2019-03-22,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-2067-2-dac
6E+3,highways,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,local-authority-eng:CHA,2019-03-22,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-2067-2-dac
7.5E+3,highways,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,local-authority-eng:CHA,2019-03-22,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-2067-2-dac
5778.29,open-space-and-leisure,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,local-authority-eng:CHA,2019-03-22,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-2067-2-dac
1E+4,other,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,local-authority-eng:CHA,2019-03-22,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-2067-2-dac
2E+3,other,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,local-authority-eng:CHA,2019-03-22,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-2067-2-dac
49329.39,other,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,local-authority-eng:CHA,2019-03-22,,/developer-agreement-contribution/local-authority-eng/CHA/P-18-2067-2-dac
80369,other,P/19/0394/2-da,P/19/0394/2-dac,,2020-11-04,local-authority-eng:CHA,2019-12-06,,/developer-agreement-contribution/local-authority-eng/CHA/P-19-0394-2-dac
6E+3,other,P/19/0687/2-da,P/19/0687/2-dac,2019-08-28,2020-11-04,local-authority-eng:CHA,2019-08-20,,/developer-agreement-contribution/local-authority-eng/CHA/P-19-0687-2-dac
