amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
1.5E+5,,,community-facilities,,2020-01-12,local-authority-eng:BRA,2019-12-23,,/developer-agreement-contribution/local-authority-eng/BRA/community-facilities
24179.93,,,health,,2020-01-12,local-authority-eng:BRA,2020-01-17,,/developer-agreement-contribution/local-authority-eng/BRA/health
21918.78,,,health,,2020-01-12,local-authority-eng:BRA,2020-07-02,,/developer-agreement-contribution/local-authority-eng/BRA/health
8.7E+3,,,other,,2020-01-12,local-authority-eng:BRA,2020-07-02,,/developer-agreement-contribution/local-authority-eng/BRA/other
5994.16,,,other,,2020-01-12,local-authority-eng:BRA,2020-02-13,,/developer-agreement-contribution/local-authority-eng/BRA/other
58785.17,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2020-02-17,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
2777.5,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2020-02-17,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
10282.69,,,health,,2020-01-12,local-authority-eng:BRA,2020-02-17,,/developer-agreement-contribution/local-authority-eng/BRA/health
87524.56,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2020-02-17,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
40182,,,community-facilities,,2020-01-12,local-authority-eng:BRA,2020-02-20,,/developer-agreement-contribution/local-authority-eng/BRA/community-facilities
2336.67,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2010-06-21,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
1134.97,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2011-12-05,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
60.62,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2012-03-09,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
493.11,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2012-09-10,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
872.44,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2013-02-25,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
96.5,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2013-03-05,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
2498.24,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2013-08-13,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
1762.34,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2013-11-20,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
774.33,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2014-06-02,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
895.97,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2014-02-20,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
757.55,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2014-03-06,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
15023.2,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2014-09-24,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
44.2,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2014-10-16,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
668.45,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2015-02-11,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
5406.5,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2015-09-11,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
13398.58,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2017-05-22,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
22474,,,community-facilities,,2020-01-12,local-authority-eng:BRA,2019-10-06,,/developer-agreement-contribution/local-authority-eng/BRA/community-facilities
16146.2,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2019-11-29,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
30360.83,,,transport-and-travel,,2020-01-12,local-authority-eng:BRA,2019-11-12,,/developer-agreement-contribution/local-authority-eng/BRA/transport-and-travel
887.07,,,open-space-and-leisure,,2020-01-12,local-authority-eng:BRA,2020-01-31,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
,,,,,2021-02-12,local-authority-eng:BRA,,,
,,,,,2021-02-12,local-authority-eng:BRA,,,
,,,,,2021-02-12,local-authority-eng:BRA,,,
,,,,,2021-02-12,local-authority-eng:BRA,,,
,,,,,2021-02-12,local-authority-eng:BRA,,,
,,,,,2021-02-12,local-authority-eng:BRA,,,
,,,,,2021-02-12,local-authority-eng:BRA,,,
,,,,,2021-02-12,local-authority-eng:BRA,,,
,,,,,2021-02-12,local-authority-eng:BRA,,,
,,,,,2021-02-12,local-authority-eng:BRA,,,
,,,,,2021-02-12,local-authority-eng:BRA,,,
