amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
0,other,P2019/0401/FUL-da,P2019/0401/FUL-ON,,2020-08-05,local-authority-eng:ISL,2019-10-14,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0401-FUL-ON
4E+3,transport-and-travel,P2019/0401/FUL-da,P2019/0401/FUL-ATC,,2020-08-05,local-authority-eng:ISL,2019-10-14,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0401-FUL-ATC
0,highways,P2019/0401/FUL-da,P2019/0401/FUL-HRS,,2020-08-05,local-authority-eng:ISL,2019-10-14,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0401-FUL-HRS
0,highways,P2019/0401/FUL-da,P2019/0401/FUL-HRC,,2020-08-05,local-authority-eng:ISL,2019-10-14,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0401-FUL-HRC
0,other,P2019/0401/FUL-da,P2019/0401/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2019-10-14,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0401-FUL-CFH
0,highways,P2019/0401/FUL-da,P2019/0401/FUL-HW,,2020-08-05,local-authority-eng:ISL,2019-10-14,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0401-FUL-HW
0,other,P2019/0401/FUL-da,P2019/0401/FUL-IN,,2020-08-05,local-authority-eng:ISL,2019-10-14,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0401-FUL-IN
0,other,P2019/0401/FUL-da,P2019/0401/FUL-CmN,,2020-08-05,local-authority-eng:ISL,2019-10-14,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0401-FUL-CmN
0,highways,P2019/0401/FUL-da,P2019/0401/FUL-HA,,2020-08-05,local-authority-eng:ISL,2019-10-14,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0401-FUL-HA
0,other,P2019/0442/FUL-da,P2019/0442/FUL-IN,,2020-08-05,local-authority-eng:ISL,2019-10-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0442-FUL-IN
0,other,P2019/0442/FUL-da,P2019/0442/FUL-CmN,,2020-08-05,local-authority-eng:ISL,2019-10-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0442-FUL-CmN
0,other,P2019/0442/FUL-da,P2019/0442/FUL-ON,,2020-08-05,local-authority-eng:ISL,2019-10-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0442-FUL-ON
1617,green-infrastructure,P2019/0442/FUL-da,P2019/0442/FUL-COCM,,2020-08-05,local-authority-eng:ISL,2019-10-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0442-FUL-COCM
7.5E+3,transport-and-travel,P2019/0442/FUL-da,P2019/0442/FUL-ATC,,2020-08-05,local-authority-eng:ISL,2019-10-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0442-FUL-ATC
0,highways,P2019/0442/FUL-da,P2019/0442/FUL-HRS,,2020-08-05,local-authority-eng:ISL,2019-10-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0442-FUL-HRS
0,highways,P2019/0442/FUL-da,P2019/0442/FUL-HRC,,2020-08-05,local-authority-eng:ISL,2019-10-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0442-FUL-HRC
0,highways,P2019/0442/FUL-da,P2019/0442/FUL-HA,,2020-08-05,local-authority-eng:ISL,2019-10-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0442-FUL-HA
0,transport-and-travel,P2019/0442/FUL-da,P2019/0442/FUL-ABIVP,,2020-08-05,local-authority-eng:ISL,2019-10-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0442-FUL-ABIVP
25893.14,transport-and-travel,P2019/0549/S73-da,P2019/0549/S73-CCTL,,2020-08-05,local-authority-eng:ISL,2020-03-18,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0549-S73-CCTL
0,monitoring-fees,P2019/0549/S73-da,P2019/0549/S73-CCPMF,,2020-08-05,local-authority-eng:ISL,2020-03-18,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0549-S73-CCPMF
54678,green-infrastructure,P2019/0549/S73-da,P2019/0549/S73-COCM,,2020-08-05,local-authority-eng:ISL,2020-03-18,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0549-S73-COCM
0,other,P2019/0655/PRA-da,P2019/0655/PRA-CN,,2020-08-05,local-authority-eng:ISL,2019-06-27,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0655-PRA-CN
0,other,P2019/0655/PRA-da,P2019/0655/PRA-CFH,,2020-08-05,local-authority-eng:ISL,2019-06-27,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-0655-PRA-CFH
0,other,P2019/1124/FUL-da,P2019/1124/FUL-CN,,2020-08-05,local-authority-eng:ISL,2019-10-21,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1124-FUL-CN
0,highways,P2019/1124/FUL-da,P2019/1124/FUL-HRS,,2020-08-05,local-authority-eng:ISL,2019-10-21,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1124-FUL-HRS
0,highways,P2019/1124/FUL-da,P2019/1124/FUL-HRC,,2020-08-05,local-authority-eng:ISL,2019-10-21,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1124-FUL-HRC
0,other,P2019/1611/FUL-da,P2019/1611/FUL-CN,,2020-08-05,local-authority-eng:ISL,2020-01-24,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1611-FUL-CN
5E+4,affordable-housing,P2019/1611/FUL-da,P2019/1611/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2020-01-24,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1611-FUL-AHCSS
0,other,P2019/1611/FUL-da,P2019/1611/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2020-01-24,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1611-FUL-CFH
0,other,P2019/1773/FUL-da,P2019/1773/FUL-IN,,2020-08-05,local-authority-eng:ISL,2020-02-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1773-FUL-IN
0,other,P2019/1773/FUL-da,P2019/1773/FUL-CmN,,2020-08-05,local-authority-eng:ISL,2020-02-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1773-FUL-CmN
0,other,P2019/1773/FUL-da,P2019/1773/FUL-ON,,2020-08-05,local-authority-eng:ISL,2020-02-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1773-FUL-ON
11776,green-infrastructure,P2019/1773/FUL-da,P2019/1773/FUL-COCM,,2020-08-05,local-authority-eng:ISL,2020-02-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1773-FUL-COCM
2292,monitoring-fees,P2019/1773/FUL-da,P2019/1773/FUL-CCPMF,,2020-08-05,local-authority-eng:ISL,2020-02-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1773-FUL-CCPMF
0,economic-development,P2019/1773/FUL-da,P2019/1773/FUL-ETC,,2020-08-05,local-authority-eng:ISL,2020-02-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1773-FUL-ETC
5E+3,economic-development,P2019/1773/FUL-da,P2019/1773/FUL-ETWP,,2020-08-05,local-authority-eng:ISL,2020-02-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1773-FUL-ETWP
0,other,P2019/1773/FUL-da,P2019/1773/FUL-CCPRD,,2020-08-05,local-authority-eng:ISL,2020-02-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1773-FUL-CCPRD
0,highways,P2019/1773/FUL-da,P2019/1773/FUL-HRS,,2020-08-05,local-authority-eng:ISL,2020-02-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1773-FUL-HRS
0,highways,P2019/1773/FUL-da,P2019/1773/FUL-HRC,,2020-08-05,local-authority-eng:ISL,2020-02-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1773-FUL-HRC
0,transport-and-travel,P2019/1773/FUL-da,P2019/1773/FUL-TP,,2020-08-05,local-authority-eng:ISL,2020-02-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1773-FUL-TP
0,other,P2019/1773/FUL-da,P2019/1773/FUL-GPP,,2020-08-05,local-authority-eng:ISL,2020-02-28,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1773-FUL-GPP
0,other,P2019/1923/FUL-da,P2019/1923/FUL-CN,,2020-08-05,local-authority-eng:ISL,2020-03-10,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1923-FUL-CN
2E+5,affordable-housing,P2019/1923/FUL-da,P2019/1923/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2020-03-10,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1923-FUL-AHCSS
7.5E+3,green-infrastructure,P2019/1923/FUL-da,P2019/1923/FUL-COCSS,,2020-08-05,local-authority-eng:ISL,2020-03-10,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1923-FUL-COCSS
0,other,P2019/1923/FUL-da,P2019/1923/FUL-CFH,,2020-08-05,local-authority-eng:ISL,2020-03-10,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-1923-FUL-CFH
0,other,P2019/2415/FUL-da,P2019/2415/FUL-IN,,2020-08-05,local-authority-eng:ISL,2019-11-21,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2415-FUL-IN
1E+5,affordable-housing,P2019/2415/FUL-da,P2019/2415/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2019-11-21,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2415-FUL-AHCSS
0,other,P2019/2576/FUL-da,P2019/2576/FUL-IN,,2020-08-05,local-authority-eng:ISL,2020-03-04,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2576-FUL-IN
0,other,P2019/2576/FUL-da,P2019/2576/FUL-CmN,,2020-08-05,local-authority-eng:ISL,2020-03-04,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2576-FUL-CmN
0,other,P2019/2576/FUL-da,P2019/2576/FUL-ON,,2020-08-05,local-authority-eng:ISL,2020-03-04,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2576-FUL-ON
0,other,P2019/2576/FUL-da,P2019/2576/FUL-TS,,2020-08-05,local-authority-eng:ISL,2020-03-04,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2576-FUL-TS
0,community-facilities,P2019/2576/FUL-da,P2019/2576/FUL-CFO,,2020-08-05,local-authority-eng:ISL,2020-03-04,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2576-FUL-CFO
0,other,P2019/2960/FUL-da,P2019/2960/FUL-CN,,2020-08-05,local-authority-eng:ISL,2020-03-13,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2960-FUL-CN
5E+4,affordable-housing,P2019/2960/FUL-da,P2019/2960/FUL-AHCSS,,2020-08-05,local-authority-eng:ISL,2020-03-13,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2960-FUL-AHCSS
1.5E+3,green-infrastructure,P2019/2960/FUL-da,P2019/2960/FUL-COCSS,,2020-08-05,local-authority-eng:ISL,2020-03-13,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2960-FUL-COCSS
2.0368E+5,affordable-housing,P2019/2991/S73-da,P2019/2991/S73-AHCM,,2020-08-05,local-authority-eng:ISL,2020-03-20,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2991-S73-AHCM
475002,economic-development,P2019/2991/S73-da,P2019/2991/S73-AWC,,2020-08-05,local-authority-eng:ISL,2020-03-20,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2991-S73-AWC
8954.36,green-infrastructure,P2019/2991/S73-da,P2019/2991/S73-COCM,,2020-08-05,local-authority-eng:ISL,2020-03-20,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2991-S73-COCM
8E+3,transport-and-travel,P2019/2991/S73-da,P2019/2991/S73-ABOP,,2020-08-05,local-authority-eng:ISL,2020-03-20,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2991-S73-ABOP
23192,economic-development,P2019/2991/S73-da,P2019/2991/S73-ETCont,,2020-08-05,local-authority-eng:ISL,2020-03-20,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2991-S73-ETCont
1273,monitoring-fees,P2019/2991/S73-da,P2019/2991/S73-CCPMF,,2020-08-05,local-authority-eng:ISL,2020-03-20,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2991-S73-CCPMF
1E+4,economic-development,P2019/2991/S73-da,P2019/2991/S73-ETWP,,2020-08-05,local-authority-eng:ISL,2020-03-20,0,/developer-agreement-contribution/local-authority-eng/ISL/P2019-2991-S73-ETWP
26562.66,neighbourhood-community-infrastructure-levy,P2016/0691/FUL-da,MC16/0691G/0625/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-08-16,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-0691G-0625-1-ncil
1398.03,community-infrastructure-levy,P2016/0691/FUL-da,MC16/0691G/0625/1-admin,,2020-06-19,local-authority-eng:ISL,2019-08-16,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-0691G-0625-1-admin
272975.76,neighbourhood-community-infrastructure-levy,P2015/1958/FUL-da,MC15/1958B/6542/1-ncil,,2020-06-19,local-authority-eng:ISL,2020-03-27,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-1958B-6542-1-ncil
14367.15,community-infrastructure-levy,P2015/1958/FUL-da,MC15/1958B/6542/1-admin,,2020-06-19,local-authority-eng:ISL,2020-03-27,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-1958B-6542-1-admin
7154.81,neighbourhood-community-infrastructure-levy,P2015/4162/FUL-da,MC15/4162N/4728/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-08-09,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-4162N-4728-1-ncil
376.57,community-infrastructure-levy,P2015/4162/FUL-da,MC15/4162N/4728/1-admin,,2020-06-19,local-authority-eng:ISL,2019-08-09,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-4162N-4728-1-admin
35914.29,neighbourhood-community-infrastructure-levy,P2016/3207/FUL-da,MC16/3207B/4423/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-09-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-3207B-4423-1-ncil
1890.23,community-infrastructure-levy,P2016/3207/FUL-da,MC16/3207B/4423/1-admin,,2020-06-19,local-authority-eng:ISL,2019-09-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-3207B-4423-1-admin
18602.51,neighbourhood-community-infrastructure-levy,P2017/0556/FUL-da,MC17/0556B/0711/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-11-06,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0556B-0711-1-ncil
979.08,community-infrastructure-levy,P2017/0556/FUL-da,MC17/0556B/0711/1-admin,,2020-06-19,local-authority-eng:ISL,2019-11-06,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0556B-0711-1-admin
42499.58,neighbourhood-community-infrastructure-levy,P2016/2646/FUL-da,MC16/2646G/4714/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-05-13,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-2646G-4714-1-ncil
2236.82,community-infrastructure-levy,P2016/2646/FUL-da,MC16/2646G/4714/1-admin,,2020-06-19,local-authority-eng:ISL,2019-05-13,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-2646G-4714-1-admin
14882.01,neighbourhood-community-infrastructure-levy,P2016/3191/FUL-da,MC16/3191E/6202/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-07-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-3191E-6202-1-ncil
783.26,community-infrastructure-levy,P2016/3191/FUL-da,MC16/3191E/6202/1-admin,,2020-06-19,local-authority-eng:ISL,2019-07-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-3191E-6202-1-admin
172287.87,neighbourhood-community-infrastructure-levy,P2017/0724/S73-da,MC17/0724A/0765/1-ncil,,2020-06-19,local-authority-eng:ISL,2020-02-04,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0724A-0765-1-ncil
9067.78,community-infrastructure-levy,P2017/0724/S73-da,MC17/0724A/0765/1-admin,,2020-06-19,local-authority-eng:ISL,2020-02-04,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0724A-0765-1-admin
10264.17,neighbourhood-community-infrastructure-levy,P2015/3543/FUL-da,MC15/3543K/9194/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-05-31,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-3543K-9194-1-ncil
540.22,community-infrastructure-levy,P2015/3543/FUL-da,MC15/3543K/9194/1-admin,,2020-06-19,local-authority-eng:ISL,2019-05-31,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-3543K-9194-1-admin
284457.87,neighbourhood-community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-11-07,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0297C-8913-1-ncil
14971.47,community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/1-admin,,2020-06-19,local-authority-eng:ISL,2019-11-07,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0297C-8913-1-admin
170301.01,neighbourhood-community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/2-ncil,,2020-06-19,local-authority-eng:ISL,2019-11-07,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0297C-8913-2-ncil
8963.21,community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/2-admin,,2020-06-19,local-authority-eng:ISL,2019-11-07,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0297C-8913-2-admin
28905.44,neighbourhood-community-infrastructure-levy,P2015/5283/FUL-da,MC15/5283M/4821/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-08-09,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-5283M-4821-1-ncil
1521.34,community-infrastructure-levy,P2015/5283/FUL-da,MC15/5283M/4821/1-admin,,2020-06-19,local-authority-eng:ISL,2019-08-09,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-5283M-4821-1-admin
59042.22,neighbourhood-community-infrastructure-levy,P2017/1889/FUL-da,MC17/1889N/0128/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-11-08,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-1889N-0128-1-ncil
3107.49,community-infrastructure-levy,P2017/1889/FUL-da,MC17/1889N/0128/1-admin,,2020-06-19,local-authority-eng:ISL,2019-11-08,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-1889N-0128-1-admin
26467.08,neighbourhood-community-infrastructure-levy,P2017/2992/FUL-da,MC17/2992A/4950/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-04-10,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-2992A-4950-1-ncil
1393,community-infrastructure-levy,P2017/2992/FUL-da,MC17/2992A/4950/1-admin,,2020-06-19,local-authority-eng:ISL,2019-04-10,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-2992A-4950-1-admin
22752.3,neighbourhood-community-infrastructure-levy,P2017/2787/FUL-da,MC17/2787Q/4971/1-ncil,,2020-06-19,local-authority-eng:ISL,2020-01-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-2787Q-4971-1-ncil
1197.49,community-infrastructure-levy,P2017/2787/FUL-da,MC17/2787Q/4971/1-admin,,2020-06-19,local-authority-eng:ISL,2020-01-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-2787Q-4971-1-admin
15056.02,neighbourhood-community-infrastructure-levy,P2016/2350/FUL-da,MC16/2350A/4026/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-08-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-2350A-4026-1-ncil
792.42,community-infrastructure-levy,P2016/2350/FUL-da,MC16/2350A/4026/1-admin,,2020-06-19,local-authority-eng:ISL,2019-08-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-2350A-4026-1-admin
28665.03,neighbourhood-community-infrastructure-levy,P2017/2961/FUL-da,MC17/2961A/0764/1-ncil,,2020-06-19,local-authority-eng:ISL,2020-01-29,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-2961A-0764-1-ncil
1508.69,community-infrastructure-levy,P2017/2961/FUL-da,MC17/2961A/0764/1-admin,,2020-06-19,local-authority-eng:ISL,2020-01-29,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-2961A-0764-1-admin
21150.42,neighbourhood-community-infrastructure-levy,P2016/0455/FUL-da,MC16/0455Q/8753/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-04-10,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-0455Q-8753-1-ncil
1113.18,community-infrastructure-levy,P2016/0455/FUL-da,MC16/0455Q/8753/1-admin,,2020-06-19,local-authority-eng:ISL,2019-04-10,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-0455Q-8753-1-admin
1514729.33,neighbourhood-community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-04-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3103A-8924-1-ncil
79722.6,community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/1-admin,,2020-06-19,local-authority-eng:ISL,2019-04-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3103A-8924-1-admin
1514729.33,neighbourhood-community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/2-ncil,,2020-06-19,local-authority-eng:ISL,2019-04-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3103A-8924-2-ncil
79722.6,community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/2-admin,,2020-06-19,local-authority-eng:ISL,2019-04-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3103A-8924-2-admin
1560630.21,neighbourhood-community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/3-ncil,,2020-06-19,local-authority-eng:ISL,2019-04-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3103A-8924-3-ncil
82138.43,community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/3-admin,,2020-06-19,local-authority-eng:ISL,2019-04-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3103A-8924-3-admin
15642.21,neighbourhood-community-infrastructure-levy,P2016/4928/FUL-da,MC16/4928R/9833/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-08-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-4928R-9833-1-ncil
823.27,community-infrastructure-levy,P2016/4928/FUL-da,MC16/4928R/9833/1-admin,,2020-06-19,local-authority-eng:ISL,2019-08-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-4928R-9833-1-admin
777873.44,neighbourhood-community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3429N-9739-1-ncil
40940.71,community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/1-admin,,2020-06-19,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3429N-9739-1-admin
777873.44,neighbourhood-community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/2-ncil,,2020-06-19,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3429N-9739-2-ncil
40940.71,community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/2-admin,,2020-06-19,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3429N-9739-2-admin
561000.82,neighbourhood-community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/3-ncil,,2020-06-19,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3429N-9739-3-ncil
29526.36,community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/3-admin,,2020-06-19,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3429N-9739-3-admin
316952.43,neighbourhood-community-infrastructure-levy,P2018/1322/S73-da,MC18/1322B/4710/1-ncil,,2020-06-19,local-authority-eng:ISL,2020-01-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-1322B-4710-1-ncil
16681.71,community-infrastructure-levy,P2018/1322/S73-da,MC18/1322B/4710/1-admin,,2020-06-19,local-authority-eng:ISL,2020-01-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-1322B-4710-1-admin
15800.21,neighbourhood-community-infrastructure-levy,P2018/3887/FUL-da,MC18/3887N/0730/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-12-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-3887N-0730-1-ncil
831.59,community-infrastructure-levy,P2018/3887/FUL-da,MC18/3887N/0730/1-admin,,2020-06-19,local-authority-eng:ISL,2019-12-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-3887N-0730-1-admin
284457.87,neighbourhood-community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-06-24,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-0523A-0107-1-ncil
14971.47,community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/1-admin,,2020-06-19,local-authority-eng:ISL,2019-06-24,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-0523A-0107-1-admin
38947.17,neighbourhood-community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/2-ncil,,2020-06-19,local-authority-eng:ISL,2019-06-24,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-0523A-0107-2-ncil
2049.85,community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/2-admin,,2020-06-19,local-authority-eng:ISL,2019-06-24,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-0523A-0107-2-admin
233792.54,neighbourhood-community-infrastructure-levy,P2018/1578/FUL-da,MC18/1578A/0672/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-10-24,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-1578A-0672-1-ncil
12304.87,community-infrastructure-levy,P2018/1578/FUL-da,MC18/1578A/0672/1-admin,,2020-06-19,local-authority-eng:ISL,2019-10-24,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-1578A-0672-1-admin
3792.05,neighbourhood-community-infrastructure-levy,P2018/4235/FUL-da,MC184235P/0264/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-07-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC184235P-0264-1-ncil
199.58,community-infrastructure-levy,P2018/4235/FUL-da,MC184235P/0264/1-admin,,2020-06-19,local-authority-eng:ISL,2019-07-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC184235P-0264-1-admin
21437.73,neighbourhood-community-infrastructure-levy,P2018/1671/FUL-da,MC18/1671B/0320/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-12-17,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-1671B-0320-1-ncil
