amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
460.28,community-infrastructure-levy,18/02555/FUL_CIL,18/02555/FUL_CIL_61,,2020-04-06,local-authority-eng:CHT,2019-08-06,,/developer-agreement-contribution/local-authority-eng/CHT/18-02555-FUL-CIL-61
28968,community-infrastructure-levy,19/00492/CONDIT_CIL,19/00492/CONDIT_CIL_59,,2020-04-06,local-authority-eng:CHT,2019-08-15,,/developer-agreement-contribution/local-authority-eng/CHT/19-00492-CONDIT-CIL-59
5431.5,neighbourhood-community-infrastructure-levy,19/00492/CONDIT_CIL,19/00492/CONDIT_CIL_59A,,2020-04-06,local-authority-eng:CHT,2019-08-15,,/developer-agreement-contribution/local-authority-eng/CHT/19-00492-CONDIT-CIL-59A
1810.5,community-infrastructure-levy,19/00492/CONDIT_CIL,19/00492/CONDIT_CIL_61,,2020-04-06,local-authority-eng:CHT,2019-08-15,,/developer-agreement-contribution/local-authority-eng/CHT/19-00492-CONDIT-CIL-61
2.56E+3,community-infrastructure-levy,19/00189/CONDIT_CIL,19/00189/CONDIT_CIL_59,,2020-04-06,local-authority-eng:CHT,2019-06-24,,/developer-agreement-contribution/local-authority-eng/CHT/19-00189-CONDIT-CIL-59
4.8E+2,neighbourhood-community-infrastructure-levy,19/00189/CONDIT_CIL,19/00189/CONDIT_CIL_59A,,2020-04-06,local-authority-eng:CHT,2019-06-24,,/developer-agreement-contribution/local-authority-eng/CHT/19-00189-CONDIT-CIL-59A
1.6E+2,community-infrastructure-levy,19/00189/CONDIT_CIL,19/00189/CONDIT_CIL_61,,2020-04-06,local-authority-eng:CHT,2019-06-24,,/developer-agreement-contribution/local-authority-eng/CHT/19-00189-CONDIT-CIL-61
52394.4,community-infrastructure-levy,18/00704/FUL_CIL,18/00704/FUL_CIL_59,,2020-04-06,local-authority-eng:CHT,2019-10-24,,/developer-agreement-contribution/local-authority-eng/CHT/18-00704-FUL-CIL-59
9823.95,neighbourhood-community-infrastructure-levy,18/00704/FUL_CIL,18/00704/FUL_CIL_59A,,2020-04-06,local-authority-eng:CHT,2019-10-24,,/developer-agreement-contribution/local-authority-eng/CHT/18-00704-FUL-CIL-59A
3274.65,community-infrastructure-levy,18/00704/FUL_CIL,18/00704/FUL_CIL_61,,2020-04-06,local-authority-eng:CHT,2019-10-24,,/developer-agreement-contribution/local-authority-eng/CHT/18-00704-FUL-CIL-61
17510.4,community-infrastructure-levy,19/01340/FUL_CIL,19/01340/FUL_CIL_59,,2020-04-06,local-authority-eng:CHT,2019-12-12,,/developer-agreement-contribution/local-authority-eng/CHT/19-01340-FUL-CIL-59
3283.2,neighbourhood-community-infrastructure-levy,19/01340/FUL_CIL,19/01340/FUL_CIL_59A,,2020-04-06,local-authority-eng:CHT,2019-12-12,,/developer-agreement-contribution/local-authority-eng/CHT/19-01340-FUL-CIL-59A
1094.4,community-infrastructure-levy,19/01340/FUL_CIL,19/01340/FUL_CIL_61,,2020-04-06,local-authority-eng:CHT,2019-12-12,,/developer-agreement-contribution/local-authority-eng/CHT/19-01340-FUL-CIL-61
5.624E+4,community-infrastructure-levy,18/01709/FUL_CIL,18/01709/FUL_CIL_59,,2020-04-06,local-authority-eng:CHT,2020-01-21,,/developer-agreement-contribution/local-authority-eng/CHT/18-01709-FUL-CIL-59
10545,neighbourhood-community-infrastructure-levy,18/01709/FUL_CIL,18/01709/FUL_CIL_59A,,2020-04-06,local-authority-eng:CHT,2020-01-21,,/developer-agreement-contribution/local-authority-eng/CHT/18-01709-FUL-CIL-59A
3515,community-infrastructure-levy,18/01709/FUL_CIL,18/01709/FUL_CIL_61,,2020-04-06,local-authority-eng:CHT,2020-01-21,,/developer-agreement-contribution/local-authority-eng/CHT/18-01709-FUL-CIL-61
2841.6,community-infrastructure-levy,19/01956/FUL_CIL,19/01956/FUL_CIL_59,,2020-04-06,local-authority-eng:CHT,2020-01-21,,/developer-agreement-contribution/local-authority-eng/CHT/19-01956-FUL-CIL-59
532.8,neighbourhood-community-infrastructure-levy,19/01956/FUL_CIL,19/01956/FUL_CIL_59A,,2020-04-06,local-authority-eng:CHT,2020-01-21,,/developer-agreement-contribution/local-authority-eng/CHT/19-01956-FUL-CIL-59A
177.6,community-infrastructure-levy,19/01956/FUL_CIL,19/01956/FUL_CIL_61,,2020-04-06,local-authority-eng:CHT,2020-01-21,,/developer-agreement-contribution/local-authority-eng/CHT/19-01956-FUL-CIL-61
10300.8,community-infrastructure-levy,19/01794/FUL_CIL,19/01794/FUL_CIL_59,,2020-04-06,local-authority-eng:CHT,2020-01-29,,/developer-agreement-contribution/local-authority-eng/CHT/19-01794-FUL-CIL-59
1931.4,neighbourhood-community-infrastructure-levy,19/01794/FUL_CIL,19/01794/FUL_CIL_59A,,2020-04-06,local-authority-eng:CHT,2020-01-29,,/developer-agreement-contribution/local-authority-eng/CHT/19-01794-FUL-CIL-59A
643.8,community-infrastructure-levy,19/01794/FUL_CIL,19/01794/FUL_CIL_61,,2020-04-06,local-authority-eng:CHT,2020-01-29,,/developer-agreement-contribution/local-authority-eng/CHT/19-01794-FUL-CIL-61
1473.75,community-infrastructure-levy,19/02368/CONDIT_CIL,19/02368/CONDIT_CIL_59,,2020-04-06,local-authority-eng:CHT,2020-02-13,,/developer-agreement-contribution/local-authority-eng/CHT/19-02368-CONDIT-CIL-59
276.33,neighbourhood-community-infrastructure-levy,19/02368/CONDIT_CIL,19/02368/CONDIT_CIL_59A,,2020-04-06,local-authority-eng:CHT,2020-02-13,,/developer-agreement-contribution/local-authority-eng/CHT/19-02368-CONDIT-CIL-59A
92.11,community-infrastructure-levy,19/02368/CONDIT_CIL,19/02368/CONDIT_CIL_61,,2020-04-06,local-authority-eng:CHT,2020-02-13,,/developer-agreement-contribution/local-authority-eng/CHT/19-02368-CONDIT-CIL-61
3144.7,community-infrastructure-levy,19/01944/FUL_CIL,19/01944/FUL_CIL_59,,2020-04-06,local-authority-eng:CHT,2020-02-25,,/developer-agreement-contribution/local-authority-eng/CHT/19-01944-FUL-CIL-59
589.63,neighbourhood-community-infrastructure-levy,19/01944/FUL_CIL,19/01944/FUL_CIL_59A,,2020-04-06,local-authority-eng:CHT,2020-02-25,,/developer-agreement-contribution/local-authority-eng/CHT/19-01944-FUL-CIL-59A
196.54,community-infrastructure-levy,19/01944/FUL_CIL,19/01944/FUL_CIL_61,,2020-04-06,local-authority-eng:CHT,2020-02-25,,/developer-agreement-contribution/local-authority-eng/CHT/19-01944-FUL-CIL-61
27878.42,community-infrastructure-levy,19/02319/FUL_CIL,19/02319/FUL_CIL_59,,2020-04-06,local-authority-eng:CHT,2020-02-28,,/developer-agreement-contribution/local-authority-eng/CHT/19-02319-FUL-CIL-59
5227.2,neighbourhood-community-infrastructure-levy,19/02319/FUL_CIL,19/02319/FUL_CIL_59A,,2020-04-06,local-authority-eng:CHT,2020-02-28,,/developer-agreement-contribution/local-authority-eng/CHT/19-02319-FUL-CIL-59A
1742.4,community-infrastructure-levy,19/02319/FUL_CIL,19/02319/FUL_CIL_61,,2020-04-06,local-authority-eng:CHT,2020-02-28,,/developer-agreement-contribution/local-authority-eng/CHT/19-02319-FUL-CIL-61
9038.4,community-infrastructure-levy,19/01585/FUL_CIL,19/01585/FUL_CIL_59,,2020-04-06,local-authority-eng:CHT,2020-03-05,,/developer-agreement-contribution/local-authority-eng/CHT/19-01585-FUL-CIL-59
1694.7,neighbourhood-community-infrastructure-levy,19/01585/FUL_CIL,19/01585/FUL_CIL_59A,,2020-04-06,local-authority-eng:CHT,2020-03-05,,/developer-agreement-contribution/local-authority-eng/CHT/19-01585-FUL-CIL-59A
564.9,community-infrastructure-levy,19/01585/FUL_CIL,19/01585/FUL_CIL_61,,2020-04-06,local-authority-eng:CHT,2020-03-05,,/developer-agreement-contribution/local-authority-eng/CHT/19-01585-FUL-CIL-61
8.416E+4,open-space-and-leisure,19/00334/OUT_S106_1,19/00334/OUT_S106_1_OSL,,2020-04-06,local-authority-eng:CHT,2020-01-22,,/developer-agreement-contribution/local-authority-eng/CHT/19-00334-OUT-S106-1-OSL
5E+2,monitoring-fees,19/00334/OUT_S106_1,19/00334/OUT_S106_1_MON,,2020-04-06,local-authority-eng:CHT,2020-01-22,,/developer-agreement-contribution/local-authority-eng/CHT/19-00334-OUT-S106-1-MON
,affordable-housing,19/00334/OUT_S106_2,19/00334/OUT_S106_2_AH,,2020-04-06,local-authority-eng:CHT,2020-01-22,10,/developer-agreement-contribution/local-authority-eng/CHT/19-00334-OUT-S106-2-AH
5E+2,monitoring-fees,19/00334/OUT_S106_2,19/00334/OUT_S106_2_MON,,2020-04-06,local-authority-eng:CHT,2020-01-22,,/developer-agreement-contribution/local-authority-eng/CHT/19-00334-OUT-S106-2-MON
,affordable-housing,18/02171/OUT_S106,18/02171/OUT_S106,,2020-04-06,local-authority-eng:CHT,2019-08-22,28,/developer-agreement-contribution/local-authority-eng/CHT/18-02171-OUT-S106
1.815E+5,affordable-housing,19/00111/FUL_S106,19/00111/FUL_S106,,2020-04-06,local-authority-eng:CHT,2020-03-06,,/developer-agreement-contribution/local-authority-eng/CHT/19-00111-FUL-S106
8E+3,flood-and-water-management,16/01136/FUL_S106,16/01136/FUL_S106,,2020-04-06,local-authority-eng:CHT,2019-09-16,,/developer-agreement-contribution/local-authority-eng/CHT/16-01136-FUL-S106
