resource,amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,start-date,units,slug
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,,,,,,2021-02-12,,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,1.092E+4,highways,01/15/0886AP,01/15/0886AP1,,2020-12-11,2020-02-10,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,143701.04,education,01/15/0886AP,01/15/0886AP2,,2020-12-11,2019-11-21,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,35486.39,education,01/15/0886AP,01/15/0886AP3,,2020-12-11,2019-11-21,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,89635.18,education,01/15/0918AP,01/15/0918AP1,,2020-12-11,2019-05-07,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,24318.82,education,01/16/0868AP,01/16/0868AP1,,2020-12-11,2019-06-07,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,6639.6,transport-and-travel,01/17/0669AP,01/17/0669AP1,,2020-12-11,2019-12-03,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,5.533E+4,highways,01/17/0669AP,01/17/0669AP2,,2020-12-11,2019-12-03,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,1.509E+4,highways,01/17/0669AP,01/17/0669AP3,,2020-12-11,2019-12-03,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,3650.5,highways,01/17/0969AP,01/17/0969AP1,,2020-12-11,2019-10-14,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,3.5E+4,highways,01/18/0693AP,01/18/0693AP1,,2020-12-11,2019-08-23,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,6.6E+3,transport-and-travel,01/18/0693AP,01/18/0693AP2,,2020-12-11,2019-08-23,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,1.15E+5,highways,01/18/0790AP,01/18/0790AP1,,2020-12-11,2019-07-30,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,3384,transport-and-travel,02/12/0311AP,02/12/0311AP5,,2020-12-11,2019-08-29,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,77876.25,education,02/16/0070AP,02/16/0070AP1,,2020-12-11,2019-09-20,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,124125.3,education,02/16/0657AP,02/16/0657AP1,,2020-12-11,2019-10-11,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,77656.64,education,02/17/0039AP,02/17/0039AP3,,2020-12-11,2019-06-26,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,6.6E+3,transport-and-travel,02/17/0587AP,02/17/0587AP1,,2020-12-11,2020-03-13,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,5.5E+3,highways,02/18/0372AP,02/18/0372AP1,,2020-12-11,2019-08-14,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,6.6E+3,transport-and-travel,03/08/0291AP,03/08/0291AP1,,2020-12-11,2019-04-24,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,46222,highways,03/08/0291AP,03/08/0291AP4,,2020-12-11,2019-04-24,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,1979302.9,education,03/08/0291AP,03/08/0291AP5,,2020-12-11,2019-04-24,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,247864.95,education,03/13/0654AP,03/13/0654AP1,,2020-12-11,2019-04-24,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,223487.22,education,03/15/0799AP,03/15/0799AP1,,2020-12-11,2019-07-26,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,214096.5,education,03/15/0799AP,03/15/0799AP2,,2020-12-11,2020-03-06,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,146591.82,highways,03/15/0799AP,03/15/0799AP3,,2020-12-11,2019-07-26,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,164941.8,highways,03/15/0799AP,03/15/0799AP4,,2020-12-11,2020-03-06,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,0,green-infrastructure,03/18/9004/5AP,03/18/9004/5AP1,,2020-12-11,2019-06-19,1,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,7597.67,highways,04/14/9003AP,04/14/9003AP8,,2020-12-11,2019-08-16,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,4502.52,transport-and-travel,05/13/1120AP,05/13/1120AP7,,2020-12-11,2019-12-09,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,61304,other,05/16/9002AP,05/16/9002AP1,,2020-12-11,2019-09-16,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,10229.54,highways,05/17/0992AP,05/17/0992AP1,,2020-12-11,2019-12-31,,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,6.6E+3,transport-and-travel,06/18/0364AP,06/18/0364AP1,,2020-12-11,2019-10-08,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,1228.98,community-infrastructure-levy,LA2016/119A,14/10444/CIL,,2020-04-15,2020-03-10,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,1503.81,community-infrastructure-levy,LA2016/119A,14/10444/CIL,,2020-04-15,2020-03-10,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,1503.81,community-infrastructure-levy,LA2016/119A,14/10444/CIL,,2020-04-15,2020-03-10,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,3866.94,neighbourhood-community-infrastructure-levy,LA2016/119B,14/10444/CIL,,2020-04-15,2020-03-10,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,4511.43,neighbourhood-community-infrastructure-levy,LA2016/119B,14/10444/CIL,,2020-04-15,2020-03-10,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,4511.43,neighbourhood-community-infrastructure-levy,LA2016/119B,14/10444/CIL,,2020-04-15,2020-03-10,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,478.13,community-infrastructure-levy,LA2015/322A,15/05086/CIL,,2020-04-15,2019-04-03,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,1434.38,neighbourhood-community-infrastructure-levy,LA2015/322B,15/05086/CIL,,2020-04-15,2019-04-03,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,595,community-infrastructure-levy,LA2015/420A,15/05550/CIL,,2020-04-15,2019-06-06,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,2975,neighbourhood-community-infrastructure-levy,LA2015/420B,15/05550/CIL,,2020-04-15,2019-06-06,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,3004.75,community-infrastructure-levy,LA2015/400A,15/07201/CIL,,2020-04-15,2019-05-21,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,9014.25,neighbourhood-community-infrastructure-levy,LA2015/400B,15/07201/CIL,,2020-04-15,2019-05-21,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,149.71,community-infrastructure-levy,LA2016/182A,15/07289/CIL,,2020-04-15,2019-07-29,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,449.14,neighbourhood-community-infrastructure-levy,LA2016/182B,15/07289/CIL,,2020-04-15,2019-07-29,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,1525.28,community-infrastructure-levy,LA2019/229A,15/08696/CIL,,2020-04-15,2019-08-19,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,4575.85,neighbourhood-community-infrastructure-levy,LA2019/229B,15/08696/CIL,,2020-04-15,2019-08-19,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,573.29,community-infrastructure-levy,LA2019/211A,15/11291/CIL,,2020-04-15,2019-07-30,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,1719.88,neighbourhood-community-infrastructure-levy,LA2019/211B,15/11291/CIL,,2020-04-15,2019-07-30,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,1039.09,community-infrastructure-levy,LA2016/460A,15/11698/CIL,,2020-04-15,2019-09-27,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,3117.28,neighbourhood-community-infrastructure-levy,LA2016/460B,15/11698/CIL,,2020-04-15,2019-09-27,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,40.39,community-infrastructure-levy,LA2018/036A,15/12294/CIL,,2020-04-15,2019-04-02,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,201.95,neighbourhood-community-infrastructure-levy,LA2018/036B,15/12294/CIL,,2020-04-15,2019-04-02,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,394.94,community-infrastructure-levy,LA2016/121A,15/12308/CIL,,2020-04-15,2019-04-02,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,1184.82,neighbourhood-community-infrastructure-levy,LA2016/121B,15/12308/CIL,,2020-04-15,2019-04-02,,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,578.95,community-infrastructure-levy,LA2017/127A,16/02827/CIL,,2020-04-15,2019-10-11,,
