resource,bytes,organisations,endpoints,start-date,end-date
5ebbcf5d700d52e14de64560697440ee1515e7a68ca7d1d7817213f81c53a76b,17077,local-authority-eng:IOW,ab5f9891cd4f8fdb4b5a70b17c6b5134d5a5de750f751f039de1000a2931cb95,2021-02-20,2021-02-22
61915bf3624776697231d10fc0fa1221339662418ada2fdbefdec9fd552194f7,14339,local-authority-eng:EHE,fa1741152bf57edffcec7fe60c60be95450df6d95cfc71696609617e2015a18b,2021-02-12,
6810eaab2a893bd470268834c8457a2969fefb36fc3fa66ee0fb25e18677dc9d,8314,national-park-authority:Q72617158,fac58beef7997f7697044f4ad77e922092c43182bb6fe746631785e760d452cd,2021-02-12,
6875e66232fddb37aac46350f297d36d44dca546a4744199daa002932afa08b0,761,local-authority-eng:SHA,5bd3fe053af0d46c804498e2938e16786d65935044797ce394a03aa93bc3188f,2021-02-12,
72f558e37c1d6c89106323886ed354498545abcf50f3f4fa34d622f7174ebab9,4936,local-authority-eng:HAL,b4a9ea1d51cabb43df3b2597cf9b403e66a7711a69743420c1c75c0302b72007,2021-02-12,
7697d9911c3aa084a4356bc198ca8f873b82e2027fb36c61bd795eb969ee2f0b,17150,local-authority-eng:IOW,ab5f9891cd4f8fdb4b5a70b17c6b5134d5a5de750f751f039de1000a2931cb95,2021-02-23,2021-03-17
7755985fe27da15dcad47c1ed32bf86f3a5452e20b6b3f9b155610bc90cac880,8411,local-authority-eng:BOL,605168f4c230cf457c55a953540aab1e4537bbcd1b97094f811ce345a5479807,2021-02-12,
7937d4461ac9ee183946138b93d67868edbc39ddd5f589eac8c4f6cdde08e9e4,492,local-authority-eng:WDE,697dbfe28573767f45aeb099d7babe91561e95353609c8a18ab855fbd0dc96f5,2021-02-12,
793808b6f468304807ee92e8d3b6f568cd97ff8e13550fc53f10a222731f10b1,5092,local-authority-eng:AMB,04cf69f42d47bce5a9756d6df0ff91a2a692f6eb54fb4da42c46df6ae6574b91,2021-02-12,
826bd0750d72868fc4802fc795e69f7b92ecfd9e62a1519c925267c95bed14c9,16498,local-authority-eng:IOW,ab5f9891cd4f8fdb4b5a70b17c6b5134d5a5de750f751f039de1000a2931cb95,2021-02-19,2021-02-19
83742383e1796e092422bc58706d210f9b079956ac57c9c845614af5b322da30,1205,local-authority-eng:GLO,266f6a4303ca00862996537c60e84e91f85928a1dd5be53a17e20c369da37303,2021-02-12,
8f9747e53a2edbc5da5ecd95b90dca06a644a72ea346d12cc690057e79e1caac,4158,local-authority-eng:BRX,9afe15840237f1b985ff722088913e650834d2827f6b0119422f0242da53be5f,2021-02-12,
935583b64cfbe7afded7d700d16afdc2257ba8335806a481e9968ea5a2062f26,593,local-authority-eng:GAT,ac85cd6749b8dec9b8be4ec6cf88ae721abeea9089c0f72fb50f8809dfc80050,2021-02-12,
95fe2cea7e470cef08d11da5902efb3472fc5ec731d15c7d95cc0fc1e92b86e2,16028,local-authority-eng:IOW,ab5f9891cd4f8fdb4b5a70b17c6b5134d5a5de750f751f039de1000a2931cb95,2021-02-12,2021-02-17
985b0cf53b7e9ac7cba0a3df1cccb0d51218cb4c74d859059bc4bcdf9dab6b47,4367,local-authority-eng:SLA,ee9944f8f80e2eb0bc662cdabd825e4e4db64a5416112c6e442f23f12263b341,2021-02-12,
9dff86d3399b09c76da7353d65d52539fd8fcb25c934a815b5d13326c1a7141a,6217,local-authority-eng:NEA,80ba52142432123215915ed80bbee5b568de768a92ef8f7b97fe872a57fa6c5f,2021-02-12,
a37394f1ea5264d215b9964221651a1599c7850d218b494d689037c06617381c,16366,local-authority-eng:IOW,ab5f9891cd4f8fdb4b5a70b17c6b5134d5a5de750f751f039de1000a2931cb95,2021-02-18,2021-02-18
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,33881,local-authority-eng:ISL,9c3bc807103396ac8676859a0ef89768e8f67ee4a677da0693333571e1c50f4c,2021-02-12,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,16821,local-authority-eng:CHA,6c56f27c240da02d6bf0449bbd4c8f71163fe60be0ebacefbd2e5480a899aa48,2021-02-12,
a53905296c09687d6109b8cd24c4683f1becd592f98a1d3b74ae18cad5bdaff2,2079,local-authority-eng:SNR,450f93f25887ed07df4f266fd5c6c4c910d84ff6a0d37e71aa7edfe297c4dffe,2021-02-12,
b4ee99040d78e18ec9371d25f6cd69d78332ccf9d18a3cbe9a11d3b86d6fda5d,17227,local-authority-eng:IOW,ab5f9891cd4f8fdb4b5a70b17c6b5134d5a5de750f751f039de1000a2931cb95,2021-03-18,
c00186b3bc331dcfdaea2fcae30f437f7cab5bc1de08aa1c95d4ec8b7ee87621,13173,local-authority-eng:ERY,dada07835331757552efca96881859b4c5159c89fe44837b6185da761d80e54f,2021-02-12,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,36110,local-authority-eng:NTY,1b78db1c1f91b863efc393197395697a831ae6fe7c3e0050a004e12e38d57fcc,2021-02-12,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,5943,local-authority-eng:ERE,e771020a1b6988d816e809cee11bc8a8bc46a31d7c74640340f67d64d4dc7d40,2021-02-12,
d2278626ea7d643cb19f37ca81e5f01e02fb2a2d61f26ad5931e6f983ba203a9,3409,local-authority-eng:GOS,b95d4641513f0b999d42de4eeefce08fcbe7d0ddc4d5970c7a9e8aa330ecf15a,2021-02-12,
d2875a91f628c3a081595c1a798a1ccae06dbefe03d168da3a892d6c16c6cf3a,950,local-authority-eng:BOT,cbbd6e49bad34c453957aa803a235eb657a79397b0845aa7b383ea4ac2fbf092,2021-02-12,
db0657204595c9253cdc9ecb7fac06615af433148eae36898ba31699f2c86e7f,215,national-park-authority:Q4972284,86b8b9fb695025941a7f16e9db7c35b5573345460b92d95383d537ad14470ccd,2021-02-12,
dd7407b9ef67a555c1a4c5bd41c61c2ebf221fd8478d0a1275422f2290f7c079,37137,local-authority-eng:SND,3c6e01bbf35f5618601873d4025c1d3abae976b24dd58bd41611feea56f7d84e,2021-02-12,
e7ca5b3b0157972149b2a38c06e7fb63a96c74d5d7cd287101adad2653167653,5869,local-authority-eng:BRA,9ef56ec1d69b833696cf01772f596dae6ffde5e510c0980988b2b7180a4a4735,2021-02-12,
e903e4fbe6154cd629d55a171f6d164f5fcdc2b0e49517a0414e54741b55bb86,2048,local-authority-eng:ADU,ceab451289dbca5d078da2e7aafeef58392d5dc410d718e086859fa41a6d8810,2021-02-12,
f0a0a9575d78bbabee8b99aa84b08529d598b079cfb2383d5b3f50cc5ebbcc44,1060,local-authority-eng:NEA,67d437af3185d71185cb7693beff108ebc6feea2f91df5feb616f87ace9a429e,2021-02-12,
