row-number,field,issue-type,value
17,amount,decimal,calculation at reserved matters
18,amount,decimal,calculation at reserved matters
43,amount,decimal,calculation at reserved matters
44,amount,decimal,calculation at reserved matters
46,amount,decimal,see 404
